BoatID;ProjectName;Designer;CreatedBy;FileVersion;DesignerComment;Is Hull;Is Solid;Is Boat;Is Kayak;;Must be closed
260;Raritania;W P Stephens;Graham Finney;6.11;"Lifted from offsets published in W.P.Stephens ""Canoe and Boatbuilding for Amateurs""";1;0;1;;;1
261;Camaronero 21 - 21m shrimp trawler;Jesus Garcia;;6.11;;1;0;1;;;1
262;Bulkcarrier;;Steve O.;6.11;152 m. Bulkcarrier;1;0;1;;;1
263;BrierCreekBoat;Steven Lewis;Steven Lewis;6.11;This is an old timey poll/paddle boat from a small region in Gorgia USA, it is narrow at stern with a live well in the middle.;1;0;1;;;1
264;Twin keel yacht;;Bertrand Dupuis;6.11;Downloaded from Wolfson Unit as a VRML file;1;0;1;;;1
265;Benacus 33 fast;Giuseppe Balsamo;Cagliostro;6.11;;1;0;1;;;1
266;America Cup Class;Jean-Marc NOURRY;jean-marc.nourry@cegetel.net;6.11;CRANA Organisation Modeler;1;0;1;;;1
267;Model 5415;;M. van Engeland;6.11;Preliminary design for a Navy surface combatant ca. 1980 with sonar dome;1;0;1;;;1
268;60 Pds JMN;Jean-Marc NOURRY;Jean-Marc NOURRY;6.11;CRANA Organisation Modeler;1;0;1;;;1
269;Ocean Cruiser for 2;Steven Lewis;Steven Lewis;6.11;"This hull is designed for SailMotorCruising to the Sweet spots of the world. Adapted from George Buehlers ""Hagar"".";1;0;1;;;1
270;34feet Sloop;Kiyoshi  Yano;;6.11;Design test;0;1;1;;;0
271;26 Pieds Rule Box;Jean-Marc NOURRY;Jean-Marc NOURRY;6.11;CRANA Organisation Modeller;1;0;1;;;1
272;26 meter tug;;;6.11;CB=0.51 CP=0.61 Displ 408 t.;1;0;1;;;1
273;Multi-Pourpose Self-propelled Barge;Sergio Diaz;Sergio Diaz;6.11;October 2005;0;1;1;;;0
274;12 ft. Sailing Dinghy;Bruce Taylor;Bruce Taylor;6.11;;1;0;1;;;1
275;11 m. sailing yacht;;M. van Engeland;6.11;;1;0;1;;;1
276;11m hull JMN;Jean-Marc NOURRY;Jean-Marc NOURRY;6.11;CRANA Organisation Modeller;1;0;1;;;1
277;Fisher10;Steven Lewis;Carene 50 (way back when) and imported;6.11;Shallow Vee fishing boat for up to 3. This one has been built.;1;0;1;;;1
278;6 X 1.5 Meters motorboat yacht with cabin;Leonel Murgu;;6.11;Future construction;0;0;1;;;0
;;;;;;;;;;;182
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
